Split Cost,Storage Use
0,0.02500000037252903
0,0.05000000074505806
0,0.07500000298023224
0,0.10000000149011612
0,0.125
0,0.15000000596046448
0,0.17499999701976776
0,0.20000000298023224
0,0.22499999403953552
0,0.25
0,0.2750000059604645
0,0.30000001192092896
0,0.32499998807907104
0,0.3499999940395355
0,0.375
0,0.4000000059604645
0,0.42500001192092896
0,0.44999998807907104
0,0.4749999940395355
0,0.5
0,0.5249999761581421
0,0.550000011920929
0,0.574999988079071
0,0.6000000238418579
0,0.625
0,0.6499999761581421
0,0.675000011920929
0,0.699999988079071
0,0.7250000238418579
0,0.75
0,0.7749999761581421
0,0.800000011920929
0,0.824999988079071
0,0.8500000238418579
0,0.875
0,0.8999999761581421
0,0.925000011920929
0,0.949999988079071
0,0.9750000238418579
0,1.0
4,0.512499988079071
0,0.5249999761581421
0,0.5375000238418579
0,0.550000011920929
0,0.5625
0,0.574999988079071
0,0.5874999761581421
0,0.6000000238418579
0,0.612500011920929
0,0.625
0,0.637499988079071
0,0.6499999761581421
0,0.6625000238418579
0,0.675000011920929
0,0.6875
0,0.699999988079071
0,0.7124999761581421
0,0.7250000238418579
0,0.737500011920929
0,0.75
0,0.762499988079071
0,0.7749999761581421
0,0.7875000238418579
0,0.800000011920929
0,0.8125
0,0.824999988079071
0,0.8374999761581421
0,0.8500000238418579
0,0.862500011920929
0,0.875
0,0.887499988079071
0,0.8999999761581421
0,0.9125000238418579
0,0.925000011920929
4,0.46875
0,0.4749999940395355
0,0.48124998807907104
0,0.48750001192092896
0,0.4937500059604645
0,0.5
0,0.5062500238418579
0,0.512499988079071
0,0.518750011920929
0,0.5249999761581421
0,0.53125
0,0.5375000238418579
0,0.543749988079071
0,0.550000011920929
0,0.5562499761581421
0,0.5625
0,0.5687500238418579
0,0.574999988079071
0,0.581250011920929
0,0.5874999761581421
0,0.59375
0,0.6000000238418579
0,0.606249988079071
0,0.612500011920929
0,0.6187499761581421
0,0.625
0,0.6312500238418579
0,0.637499988079071
0,0.643750011920929
0,0.6499999761581421
0,0.65625
0,0.6625000238418579
0,0.668749988079071
0,0.675000011920929
0,0.6812499761581421
0,0.6875
0,0.6937500238418579
0,0.699999988079071
0,0.706250011920929
0,0.7124999761581421
0,0.71875
0,0.7250000238418579
0,0.731249988079071
0,0.737500011920929
0,0.7437499761581421
0,0.75
0,0.7562500238418579
0,0.762499988079071
0,0.768750011920929
0,0.7749999761581421
0,0.78125
0,0.7875000238418579
0,0.793749988079071
0,0.800000011920929
0,0.8062499761581421
0,0.8125
0,0.8187500238418579
0,0.824999988079071
0,0.831250011920929
0,0.8374999761581421
0,0.84375
0,0.8500000238418579
0,0.856249988079071
0,0.862500011920929
0,0.8687499761581421
0,0.875
0,0.8812500238418579
0,0.887499988079071
0,0.893750011920929
0,0.8999999761581421
0,0.90625
0,0.9125000238418579
0,0.918749988079071
0,0.925000011920929
0,0.9312499761581421
0,0.9375
0,0.9437500238418579
5,0.6333333253860474
0,0.637499988079071
0,0.6416666507720947
0,0.6458333134651184
0,0.6499999761581421
0,0.6541666388511658
0,0.6583333611488342
0,0.6625000238418579
0,0.6666666865348816
0,0.6708333492279053
0,0.675000011920929
0,0.6791666746139526
0,0.6833333373069763
0,0.6875
0,0.6916666626930237
0,0.6958333253860474
0,0.699999988079071
0,0.7041666507720947
0,0.7083333134651184
0,0.7124999761581421
0,0.7166666388511658
0,0.7208333611488342
0,0.7250000238418579
0,0.7291666865348816
0,0.7333333492279053
0,0.737500011920929
5,0.6357142925262451
0,0.6392857432365417
0,0.6428571343421936
0,0.6464285850524902
0,0.6499999761581421
5,0.5718749761581421
0,0.574999988079071
0,0.578125
0,0.581250011920929
0,0.5843750238418579
0,0.5874999761581421
0,0.590624988079071
0,0.59375
0,0.596875011920929
0,0.6000000238418579
0,0.6031249761581421
0,0.606249988079071
0,0.609375
0,0.612500011920929
0,0.6156250238418579
0,0.6187499761581421
0,0.621874988079071
0,0.625
0,0.628125011920929
0,0.6312500238418579
0,0.6343749761581421
0,0.637499988079071
0,0.640625
0,0.643750011920929
0,0.6468750238418579
0,0.6499999761581421
0,0.653124988079071
0,0.65625
0,0.659375011920929
0,0.6625000238418579
0,0.6656249761581421
